Statistical profiling result from isolate-0x62d8be0-4902-v8.log, (19355 ticks, 12872 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      3    0.2%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@@GLIBCXX_3.4
      3    0.2%    0.0%  std::locale::id::_M_id() const@@GLIBCXX_3.4
      3    0.2%    0.0%  __pthread_rwlock_wrlock@GLIBC_2.2.5
      3    0.2%    0.0%  __pthread_rwlock_unlock@GLIBC_2.2.5
      3    0.2%    0.0%  __pthread_mutex_unlock@GLIBC_2.2.5
      3    0.2%    0.0%  __madvise@@GLIBC_PRIVATE
      3    0.2%    0.0%  _IO_fflush@@GLIBC_2.2.5
      2    0.1%    0.0%  std::ostream& std::ostream::_M_insert<unsigned long>(unsigned long)@@GLIBCXX_3.4.9
      2    0.1%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const@@GLIBCXX_3.4
      2    0.1%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)@@GLIBCXX_3.4
      2    0.1%    0.0%  std::_Rb_tree_decrement(std::_Rb_tree_node_base*)@@GLIBCXX_3.4
      2    0.1%    0.0%  fputc@@GLIBC_2.2.5
      2    0.1%    0.0%  __libc_calloc@@GLIBC_2.2.5
      2    0.1%    0.0%  __errno_location@@GLIBC_2.2.5
      2    0.1%    0.0%  _IO_file_write@@GLIBC_2.2.5
      1    0.1%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const@@GLIBCXX_3.4
      1    0.1%    0.0%  std::ostream::flush()@@GLIBCXX_3.4
      1    0.1%    0.0%  __vsnprintf@@GLIBC_2.2.5
      1    0.1%    0.0%  _IO_do_write@@GLIBC_2.2.5

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  12872   66.5%  UNKNOWN
   1595   12.4%    JS: ^internalCompileFunction node:internal/vm:31:33
   1094   68.6%      JS: ^wrapSafe node:internal/modules/cjs/loader:1126:18
   1094  100.0%        JS: ^Module._compile node:internal/modules/cjs/loader:1195:37
   1069   97.7%          JS: ^Module._extensions..js node:internal/modules/cjs/loader:1250:37
    569   53.2%            JS: ^Module.load node:internal/modules/cjs/loader:1079:33
    499   46.7%            JS: *Module.load node:internal/modules/cjs/loader:1079:33
     25    2.3%          JS: ~Module._extensions..js node:internal/modules/cjs/loader:1250:37
     25  100.0%            JS: ^Module.load node:internal/modules/cjs/loader:1079:33
    484   30.3%      JS: *Module._compile node:internal/modules/cjs/loader:1195:37
    484  100.0%        JS: ^Module._extensions..js node:internal/modules/cjs/loader:1250:37
    484  100.0%          JS: *Module.load node:internal/modules/cjs/loader:1079:33
    484  100.0%            JS: ^Module._load node:internal/modules/cjs/loader:867:24
     17    1.1%      JS: ~wrapSafe node:internal/modules/cjs/loader:1126:18
     13   76.5%        JS: ~Module._compile node:internal/modules/cjs/loader:1195:37
     13  100.0%          JS: ~Module._extensions..js node:internal/modules/cjs/loader:1250:37
     10   76.9%            JS: ^Module.load node:internal/modules/cjs/loader:1079:33
      3   23.1%            JS: ~Module.load node:internal/modules/cjs/loader:1079:33
      4   23.5%        JS: ^Module._compile node:internal/modules/cjs/loader:1195:37
      4  100.0%          JS: ~Module._extensions..js node:internal/modules/cjs/loader:1250:37
      4  100.0%            JS: ^Module.load node:internal/modules/cjs/loader:1079:33
    782    6.1%    JS: ^byteLength node:buffer:769:20
    782  100.0%      JS: ^PacketWriter.writeString /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/PacketWriter.js:79:46
    782  100.0%        JS: ^ComQueryPacket.write /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/packets/ComQueryPacket.js:7:42
    782  100.0%          JS: ^Protocol._emitPacket /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/Protocol.js:302:42
    782  100.0%            JS: ^<anonymous> /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/Protocol.js:155:27
    765    5.9%    JS: ^hash /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:596:14
    381   49.8%      JS: ^save /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:403:20
    304   79.8%        JS: *<anonymous> /var/www/html/kwaku/fatou/yellow/server.js:178:36
    271   89.1%          JS: *processTicksAndRejections node:internal/process/task_queues:67:35
     33   10.9%          JS: ^processTicksAndRejections node:internal/process/task_queues:67:35
     77   20.2%        JS: ^<anonymous> /var/www/html/kwaku/fatou/yellow/server.js:178:36
     77  100.0%          JS: ^processTicksAndRejections node:internal/process/task_queues:67:35
    187   24.4%      JS: ^isModified /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:425:24
    187  100.0%        JS: ^shouldSetCookie /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:464:29
    179   95.7%          JS: ^<anonymous> /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:220:28
    179  100.0%            JS: ^writeHead /var/www/html/kwaku/fatou/yellow/node_modules/on-headers/index.js:28:29
      8    4.3%          JS: ~<anonymous> /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:220:28
      8  100.0%            JS: ^writeHead /var/www/html/kwaku/fatou/yellow/node_modules/on-headers/index.js:28:29
    184   24.1%      JS: ^isSaved /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:430:21
    184  100.0%        JS: ^shouldSave /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:440:24
    184  100.0%          JS: ^end /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:250:27
    177   96.2%            JS: ^send /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/response.js:111:25
      7    3.8%            JS: ~send /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/response.js:111:25
    620    4.8%    JS: *<anonymous> /var/www/html/kwaku/fatou/yellow/server.js:178:36
    569   91.8%      JS: *processTicksAndRejections node:internal/process/task_queues:67:35
     51    8.2%      JS: ^processTicksAndRejections node:internal/process/task_queues:67:35
    521    4.0%    JS: *format /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:76:35
    521  100.0%      JS: ^Connection.format /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:267:39
    521  100.0%        JS: ^query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44
    521  100.0%          JS: ^<anonymous> /var/www/html/kwaku/fatou/yellow/node_modules/express-mysql-session/index.js:381:22
    521  100.0%            JS: ^MySQLStore.query /var/www/html/kwaku/fatou/yellow/node_modules/express-mysql-session/index.js:380:39
    412    3.2%    JS: *internalCompileFunction node:internal/vm:31:33
    412  100.0%      JS: ^wrapSafe node:internal/modules/cjs/loader:1126:18
    412  100.0%        JS: ^Module._compile node:internal/modules/cjs/loader:1195:37
    412  100.0%          JS: ^Module._extensions..js node:internal/modules/cjs/loader:1250:37
    300   72.8%            JS: *Module.load node:internal/modules/cjs/loader:1079:33
    111   26.9%            JS: ^Module.load node:internal/modules/cjs/loader:1079:33
    371    2.9%    JS: ^<anonymous> /var/www/html/kwaku/fatou/yellow/node_modules/express-mysql-session/index.js:199:33
    288   77.6%      JS: *processTicksAndRejections node:internal/process/task_queues:67:35
     83   22.4%      JS: ^processTicksAndRejections node:internal/process/task_queues:67:35
    325    2.5%    JS: ^handleWriteReq node:internal/stream_base_commons:45:24
    325  100.0%      JS: ^writeGeneric node:internal/stream_base_commons:147:22
    325  100.0%        JS: ^Socket._writeGeneric node:net:921:42
    325  100.0%          JS: ^Socket._write node:net:963:35
    325  100.0%            JS: ^writeOrBuffer node:internal/streams/writable:375:23
    241    1.9%    JS: ^Connection.format /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:267:39
    241  100.0%      JS: ^query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44
    241  100.0%        JS: ^<anonymous> /var/www/html/kwaku/fatou/yellow/node_modules/express-mysql-session/index.js:381:22
    241  100.0%          JS: ^MySQLStore.query /var/www/html/kwaku/fatou/yellow/node_modules/express-mysql-session/index.js:380:39
    241  100.0%            JS: ^<anonymous> /var/www/html/kwaku/fatou/yellow/node_modules/express-mysql-session/index.js:199:33
    231    1.8%    JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
    199   86.1%      JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
     22   11.1%        JS: ~<anonymous> node:internal/fs/promises:1:1
     22  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
     22  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
     22   11.1%        JS: ~<anonymous> node:crypto:1:1
     22  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
     22  100.0%            JS: ^compileForPublicLoader node:internal/bootstrap/realm:322:25
     17    8.5%        JS: ~<anonymous> node:http:1:1
     17  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
     17  100.0%            JS: ~compileForPublicLoader node:internal/bootstrap/realm:322:25
     15    7.5%        JS: ~<anonymous> node:internal/streams/duplex:1:1
     15  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
     15  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
     11    5.5%        JS: ~<anonymous> node:tty:1:1
     11  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
     11  100.0%            JS: ~compileForPublicLoader node:internal/bootstrap/realm:322:25
     11    5.5%        JS: ~<anonymous> node:net:1:1
     11  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
     11  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
     10    5.0%        JS: ~<anonymous> node:_http_client:1:1
     10  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
     10  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      9    4.5%        JS: ~get node:internal/util:587:17
      9  100.0%          JS: ^getOwn node:internal/bootstrap/realm:202:16
      9  100.0%            JS: ^syncExports node:internal/bootstrap/realm:365:14
      7    3.5%        JS: ~<anonymous> node:internal/fs/streams:1:1
      7  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      7  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      7    3.5%        JS: ^resolveExports node:internal/modules/cjs/loader:536:24
      7  100.0%          JS: ^Module._findPath node:internal/modules/cjs/loader:564:28
      7  100.0%            JS: ~Module._resolveFilename node:internal/modules/cjs/loader:964:35
      6    3.0%        JS: ~<anonymous> node:stream:1:1
      6  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      6  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      6    3.0%        JS: ~<anonymous> node:internal/streams/operators:1:1
      6  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      6  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      5    2.5%        JS: ~lazyWebCrypto node:crypto:124:23
      5  100.0%          JS: ~get node:crypto:368:8
      5  100.0%            JS: ^getOwn node:internal/bootstrap/realm:202:16
      5    2.5%        JS: ~<anonymous> node:internal/streams/readable:1:1
      5  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      5  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      4    2.0%        JS: ~lazyLoadStreams node:fs:3052:25
      4  100.0%          JS: ~get ReadStream node:fs:3195:17
      4  100.0%            JS: ^getOwn node:internal/bootstrap/realm:202:16
      4    2.0%        JS: ~<anonymous> node:internal/readline/interface:1:1
      4  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      4  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      4    2.0%        JS: ~<anonymous> node:internal/crypto/hkdf:1:1
      4  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      4  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      4    2.0%        JS: ~<anonymous> node:_http_common:1:1
      4  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      4  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      3    1.5%        JS: ~<anonymous> node:internal/streams/pipeline:1:1
      3  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      3  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      3    1.5%        JS: ~<anonymous> node:internal/streams/compose:1:1
      3  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      3  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      3    1.5%        JS: ~<anonymous> node:internal/process/esm_loader:1:1
      3  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      3  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      3    1.5%        JS: ~<anonymous> node:internal/crypto/pbkdf2:1:1
      3  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      3  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      2    1.0%        JS: ~getTranslators node:internal/modules/esm/loader:34:24
      2  100.0%          JS: ~<instance_members_initializer> node:internal/modules/esm/loader:64:1
      2  100.0%            JS: ~ModuleLoader node:internal/modules/esm/loader:113:14
      2    1.0%        JS: ~<anonymous> node:internal/util/parse_args/parse_args:1:1
      2  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      2  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      2    1.0%        JS: ~<anonymous> node:internal/perf/observe:1:1
      2  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      2  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:414:24
      2    1.0%        JS: ~<anonymous> node:internal/cluster/primary:1:1
      2  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      2  100.0%            JS: ~<anonymous> node:cluster:1:1
     27   11.7%      JS: ^compileForPublicLoader node:internal/bootstrap/realm:322:25
     27  100.0%        JS: ^loadBuiltinModule node:internal/modules/helpers:61:27
     27  100.0%          JS: ^Module._load node:internal/modules/cjs/loader:867:24
     18   66.7%            JS: *Module.require node:internal/modules/cjs/loader:1107:36
      9   33.3%            JS: ^Module.require node:internal/modules/cjs/loader:1107:36
      3    1.3%      JS: ~compileForPublicLoader node:internal/bootstrap/realm:322:25
      3  100.0%        JS: ~loadBuiltinModule node:internal/modules/helpers:61:27
      2   66.7%          JS: ~Module._load node:internal/modules/cjs/loader:867:24
      2  100.0%            JS: ~Module.require node:internal/modules/cjs/loader:1107:36
      1   33.3%          JS: ^Module._load node:internal/modules/cjs/loader:867:24
      1  100.0%            JS: ^Module.require node:internal/modules/cjs/loader:1107:36
    224    1.7%    JS: ^update node:internal/crypto/hash:96:40
    202   90.2%      JS: ^hash /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:596:14
    103   51.0%        JS: ^save /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:403:20
     80   77.7%          JS: *<anonymous> /var/www/html/kwaku/fatou/yellow/server.js:178:36
     73   91.3%            JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      7    8.8%            JS: ^processTicksAndRejections node:internal/process/task_queues:67:35
     23   22.3%          JS: ^<anonymous> /var/www/html/kwaku/fatou/yellow/server.js:178:36
     23  100.0%            JS: ^processTicksAndRejections node:internal/process/task_queues:67:35
     49   24.3%        JS: ^isSaved /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:430:21
     49  100.0%          JS: ^shouldSave /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:440:24
     49  100.0%            JS: ^end /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:250:27
     42   20.8%        JS: ^isModified /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:425:24
     42  100.0%          JS: ^shouldSetCookie /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:464:29
     40   95.2%            JS: ^<anonymous> /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:220:28
      2    4.8%            JS: ~<anonymous> /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:220:28
      3    1.5%        JS: ~isSaved /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:430:21
      3  100.0%          JS: ^shouldSave /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:440:24
      3  100.0%            JS: ^end /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:250:27
      3    1.5%        JS: ^generate /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:363:22
      3  100.0%          JS: ^session /var/www/html/kwaku/fatou/yellow/node_modules/express-session/index.js:179:26
      2   66.7%            JS: *handle /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/router/layer.js:86:49
      1   33.3%            JS: ^handle /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/router/layer.js:86:49
     14    6.3%      JS: ^entitytag /var/www/html/kwaku/fatou/yellow/node_modules/etag/index.js:39:20
     14  100.0%        JS: ^etag /var/www/html/kwaku/fatou/yellow/node_modules/etag/index.js:70:15
     14  100.0%          JS: ^generateETag /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/utils.js:273:32
     14  100.0%            JS: ^send /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/response.js:111:25
      4    1.8%      JS: ~entitytag /var/www/html/kwaku/fatou/yellow/node_modules/etag/index.js:39:20
      3   75.0%        JS: ^etag /var/www/html/kwaku/fatou/yellow/node_modules/etag/index.js:70:15
      3  100.0%          JS: ~generateETag /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/utils.js:273:32
      3  100.0%            JS: ~send /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/response.js:111:25
      1   25.0%        JS: ~etag /var/www/html/kwaku/fatou/yellow/node_modules/etag/index.js:70:15
      1  100.0%          JS: ~generateETag /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/utils.js:273:32
      1  100.0%            JS: ~send /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/response.js:111:25
      4    1.8%      JS: ^hash /var/www/html/kwaku/fatou/yellow/node_modules/csrf/index.js:151:15
      4  100.0%        JS: ^tokenize /var/www/html/kwaku/fatou/yellow/node_modules/csrf/index.js:112:48
      4  100.0%          JS: ^create /var/www/html/kwaku/fatou/yellow/node_modules/csrf/index.js:79:43
      4  100.0%            JS: ^csrfToken /var/www/html/kwaku/fatou/yellow/node_modules/csurf/index.js:79:40
    176    1.4%    JS: ^<anonymous> :1:20
    166   94.3%      JS: ^anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
    162   97.6%        JS: ^include /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:696:30
    156   96.3%          JS: ^<anonymous> :1:20
    156  100.0%            JS: ^anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
      6    3.7%          JS: ~<anonymous> :1:20
      6  100.0%            JS: ^anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
      4    2.4%        JS: ^tryHandleCache /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:254:24
      4  100.0%          JS: ^exports.renderFile /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:441:31
      4  100.0%            JS: ^render /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/view.js:133:40
     10    5.7%      JS: ~anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
     10  100.0%        JS: ~include /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:696:30
     10  100.0%          JS: ~<anonymous> :1:20
     10  100.0%            JS: ~anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
    171    1.3%    JS: *escapeString /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:196:22
    153   89.5%      JS: ^escape /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:34:35
    153  100.0%        JS: ^format /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:76:35
    153  100.0%          JS: ^Connection.format /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:267:39
    153  100.0%            JS: ^query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44
     18   10.5%      JS: ~escape /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:34:35
     18  100.0%        JS: ^format /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:76:35
     15   83.3%          JS: ~Connection.format /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:267:39
      9   60.0%            JS: ^query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44
      6   40.0%            JS: ~query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44
      3   16.7%          JS: ^Connection.format /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:267:39
      3  100.0%            JS: ^query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44

   2519   13.0%  /usr/lib/x86_64-linux-gnu/libc.so.6
     83    3.3%    JS: *internalCompileFunction node:internal/vm:31:33
     83  100.0%      JS: ^wrapSafe node:internal/modules/cjs/loader:1126:18
     83  100.0%        JS: ^Module._compile node:internal/modules/cjs/loader:1195:37
     83  100.0%          JS: ^Module._extensions..js node:internal/modules/cjs/loader:1250:37
     61   73.5%            JS: *Module.load node:internal/modules/cjs/loader:1079:33
     22   26.5%            JS: ^Module.load node:internal/modules/cjs/loader:1079:33
     37    1.5%    JS: ^_copyActual node:buffer:243:21
     37  100.0%      JS: ^_copy node:buffer:207:15
     37  100.0%        JS: ^copy node:buffer:816:16
     35   94.6%          JS: ^PacketWriter.writeBuffer /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/PacketWriter.js:92:46
     35  100.0%            JS: ^toBuffer /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/PacketWriter.js:16:52
      1    2.7%          JS: ~PacketWriter.writeBuffer /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/PacketWriter.js:92:46
      1  100.0%            JS: ~toBuffer /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/PacketWriter.js:16:52
      1    2.7%          JS: ^_allocate /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/PacketWriter.js:194:54
      1  100.0%            JS: ^PacketWriter.writeString /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/PacketWriter.js:79:46
     33    1.3%    JS: *FastBuffer node:internal/buffer:960:14
     30   90.9%      JS: ^alloc node:buffer:400:30
     30  100.0%        JS: ^_allocate /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/PacketWriter.js:194:54
     30  100.0%          JS: ^PacketWriter.writeString /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/PacketWriter.js:79:46
     30  100.0%            JS: ^ComQueryPacket.write /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/packets/ComQueryPacket.js:7:42
      3    9.1%      JS: ^createUnsafeBuffer node:internal/buffer:1061:28
      3  100.0%        JS: ^allocate node:buffer:438:18
      3  100.0%          JS: ^allocUnsafe node:buffer:413:42
      3  100.0%            JS: ^toBuffer /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/protocol/PacketWriter.js:16:52
     32    1.3%    JS: *<anonymous> /var/www/html/kwaku/fatou/yellow/server.js:178:36
     26   81.3%      JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      6   18.8%      JS: ^processTicksAndRejections node:internal/process/task_queues:67:35

    977    5.0%  epoll_pwait@@GLIBC_2.6

    916    4.7%  __write@@GLIBC_2.2.5
    116   12.7%    JS: *internalCompileFunction node:internal/vm:31:33
    116  100.0%      JS: ^wrapSafe node:internal/modules/cjs/loader:1126:18
    116  100.0%        JS: ^Module._compile node:internal/modules/cjs/loader:1195:37
    116  100.0%          JS: ^Module._extensions..js node:internal/modules/cjs/loader:1250:37
     89   76.7%            JS: *Module.load node:internal/modules/cjs/loader:1079:33
     27   23.3%            JS: ^Module.load node:internal/modules/cjs/loader:1079:33
     10    1.1%    JS: *writeGeneric node:internal/stream_base_commons:147:22
     10  100.0%      JS: ^Socket._writeGeneric node:net:921:42
     10  100.0%        JS: ^Socket._write node:net:963:35
     10  100.0%          JS: ^writeOrBuffer node:internal/streams/writable:375:23
     10  100.0%            JS: ^_write node:internal/streams/writable:293:16

    250    1.3%  _IO_fwrite@@GLIBC_2.2.5
    143   57.2%    JS: *internalCompileFunction node:internal/vm:31:33
    143  100.0%      JS: ^wrapSafe node:internal/modules/cjs/loader:1126:18
    143  100.0%        JS: ^Module._compile node:internal/modules/cjs/loader:1195:37
    143  100.0%          JS: ^Module._extensions..js node:internal/modules/cjs/loader:1250:37
    122   85.3%            JS: *Module.load node:internal/modules/cjs/loader:1079:33
     21   14.7%            JS: ^Module.load node:internal/modules/cjs/loader:1079:33
      9    3.6%    JS: *requireBuiltin node:internal/bootstrap/realm:414:24
      2   22.2%      JS: ~<anonymous> node:tls:1:1
      2  100.0%        JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      2  100.0%          JS: ^compileForPublicLoader node:internal/bootstrap/realm:322:25
      2  100.0%            JS: ^loadBuiltinModule node:internal/modules/helpers:61:27
      2   22.2%      JS: ~<anonymous> node:internal/http2/compat:1:1
      2  100.0%        JS: *requireBuiltin node:internal/bootstrap/realm:414:24
      2  100.0%          JS: ~<anonymous> node:internal/http2/core:1:1
      2  100.0%            JS: *requireBuiltin node:internal/bootstrap/realm:414:24
      2   22.2%      JS: ~<anonymous> node:http2:1:1
      2  100.0%        JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      2  100.0%          JS: ^compileForPublicLoader node:internal/bootstrap/realm:322:25
      2  100.0%            JS: ^loadBuiltinModule node:internal/modules/helpers:61:27
      1   11.1%      JS: ~get node:dns:351:8
      1  100.0%        JS: *syncExports node:internal/bootstrap/realm:365:14
      1  100.0%          JS: ^<anonymous> node:internal/bootstrap/realm:351:15
      1  100.0%            JS: ^getESMFacade node:internal/bootstrap/realm:340:15
      1   11.1%      JS: ~<anonymous> node:child_process:1:1
      1  100.0%        JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      1  100.0%          JS: ^compileForPublicLoader node:internal/bootstrap/realm:322:25
      1  100.0%            JS: ^loadBuiltinModule node:internal/modules/helpers:61:27
      1   11.1%      JS: ~<anonymous> node:assert:1:1
      1  100.0%        JS: ^compileForInternalLoader node:internal/bootstrap/realm:377:27
      1  100.0%          JS: ^compileForPublicLoader node:internal/bootstrap/realm:322:25
      1  100.0%            JS: ^loadBuiltinModule node:internal/modules/helpers:61:27
      7    2.8%    JS: ~compile /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:571:21
