Statistical profiling result from isolate-0x62d8be0-4902-v8.log, (19355 ticks, 12872 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    158  100.0%      JS: ^Connection.format /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:267:39
    158  100.0%        JS: ^query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44
    158  100.0%          JS: ^<anonymous> /var/www/html/kwaku/fatou/yellow/node_modules/express-mysql-session/index.js:381:22
    158  100.0%            JS: ^MySQLStore.query /var/www/html/kwaku/fatou/yellow/node_modules/express-mysql-session/index.js:380:39
     59   27.2%    JS: *escapeString /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:196:22
     54   91.5%      JS: ^escape /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:34:35
     54  100.0%        JS: ^format /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:76:35
     54  100.0%          JS: ^Connection.format /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:267:39
     54  100.0%            JS: ^query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44
      5    8.5%      JS: ~escape /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:34:35
      5  100.0%        JS: ^format /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:76:35
      5  100.0%          JS: ~Connection.format /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:267:39
      3   60.0%            JS: ^query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44
      2   40.0%            JS: ~query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44

Statistical profiling result from isolate-0x667ebe0-16072-v8.log, (11088 ticks, 8772 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    424    3.8%          /usr/lib/x86_64-linux-gnu/libc.so.6
     23    0.2%          /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.32
     13    0.1%          [vdso]
      9    0.1%          /usr/bin/node

 [JavaScript]:
   ticks  total  nonlib   name
     57    0.5%    0.5%  JS: *readPackageScope node:internal/modules/cjs/loader:377:26
     50    0.5%    0.5%  JS: *<anonymous> :1:20
     47    0.4%    0.4%  RegExp: [&<>'"]
     30    0.3%    0.3%  JS: *__append :8:20
     24    0.2%    0.2%  JS: *exports.escapeXML /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/utils.js:96:30
     24    0.2%    0.2%  JS: *_clone /var/www/html/kwaku/fatou/yellow/node_modules/clone/clone.js:73:18
     21    0.2%    0.2%  JS: *resolve node:path:1095:10
     14    0.1%    0.1%  JS: ^<anonymous> :1:20
     13    0.1%    0.1%  JS: *Module._nodeModulePaths node:internal/modules/cjs/loader:734:37
     13    0.1%    0.1%  JS: *<anonymous> :13:23
     12    0.1%    0.1%  JS: *initGenrand /var/www/html/kwaku/fatou/yellow/node_modules/@faker-js/faker/dist/cjs/internal/mersenne.js:1:1232
      7    0.1%    0.1%  JS: *normalizeString node:path:66:25
      5    0.0%    0.0%  JS: *realpathSync node:fs:2606:22
      5    0.0%    0.0%  JS: *dirname node:path:1278:10
      5    0.0%    0.0%  JS: *Module._compile node:internal/modules/cjs/loader:1195:37
      4    0.0%    0.0%  JS: ^lazyModule node:internal/modules/helpers:73:20
      4    0.0%    0.0%  JS: *trimItemName :34:23
      4    0.0%    0.0%  JS: *Module.load node:internal/modules/cjs/loader:1079:33
      4    0.0%    0.0%  JS: *Module._findPath node:internal/modules/cjs/loader:564:28
      3    0.0%    0.0%  JS: ^noop node:internal/util/debuglog:46:14
      3    0.0%    0.0%  JS: ^internalCompileFunction node:internal/vm:31:33
      3    0.0%    0.0%  JS: ^_clone /var/www/html/kwaku/fatou/yellow/node_modules/clone/clone.js:73:18
      3    0.0%    0.0%  JS: *readPackage node:internal/modules/cjs/loader:361:21
      3    0.0%    0.0%  JS: *_instanceof /var/www/html/kwaku/fatou/yellow/node_modules/clone/clone.js:4:21
      3    0.0%    0.0%  JS: *Module._resolveLookupPaths node:internal/modules/cjs/loader:772:38
      2    0.0%    0.0%  RegExp: [^\t\x20-\x7e\x80-\xff]
      2    0.0%    0.0%  JS: ^trySelf node:internal/modules/cjs/loader:503:17
      2    0.0%    0.0%  JS: ^error /var/www/html/kwaku/fatou/yellow/node_modules/send/index.js:267:45
      2    0.0%    0.0%  JS: ^end node:_http_outgoing:1008:45
      2    0.0%    0.0%  JS: ^_storeHeader node:_http_outgoing:414:22
      2    0.0%    0.0%  JS: ^Module._resolveFilename node:internal/modules/cjs/loader:964:35
      2    0.0%    0.0%  JS: ^Module._compile node:internal/modules/cjs/loader:1195:37
      2    0.0%    0.0%  JS: *validateStringArray node:internal/validators:305:29
      2    0.0%    0.0%  JS: *get node:internal/bootstrap/node:409:8
      2    0.0%    0.0%  JS: *basename node:path:1309:11
      2    0.0%    0.0%  JS: *__isRegExp /var/www/html/kwaku/fatou/yellow/node_modules/clone/clone.js:238:20
      2    0.0%    0.0%  JS: *__isArray /var/www/html/kwaku/fatou/yellow/node_modules/clone/clone.js:233:19
      1    0.0%    0.0%  RegExp: ^[\u0009\u0020-\u007e\u0080-\u00ff]+$
      1    0.0%    0.0%  RegExp: ^[\^_`a-zA-Z\-0-9!#$%&'*+.|~]+$
      1    0.0%    0.0%  RegExp: ^[A-Za-z]+:\\|^\/
      1    0.0%    0.0%  RegExp: ^(['"`])([\s\S]*)\1$
      1    0.0%    0.0%  RegExp: (?:^|^)\s*(?:export\s+)?([\w.-]+)(?:\s*=\s*?|:\s+?)(\s*'(?:\\'|[^'])*'|\s*"(?:\\"|[^"])*"|\s*`(?:\\`|[^`])*`|[^#\r\n]+)?\s*(?:#.*)?(?:$|$)
      1    0.0%    0.0%  RegExp: (<%%|%%>|<%=|<%-|<%_|<%#|<%|%>|-%>|_%>)
      1    0.0%    0.0%  JS: ^wrapSafe node:internal/modules/cjs/loader:1126:18
      1    0.0%    0.0%  JS: ^verifyConfiguration /var/www/html/kwaku/fatou/yellow/node_modules/csurf/index.js:287:30
      1    0.0%    0.0%  JS: ^validateString node:internal/validators:160:24
      1    0.0%    0.0%  JS: ^unsigned32 /var/www/html/kwaku/fatou/yellow/node_modules/@faker-js/faker/dist/cjs/internal/mersenne.js:1:920
      1    0.0%    0.0%  JS: ^trySelfParentPath node:internal/modules/cjs/loader:489:27
      1    0.0%    0.0%  JS: ^tryRender /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/application.js:655:19
      1    0.0%    0.0%  JS: ^tryFile node:internal/modules/cjs/loader:446:17
      1    0.0%    0.0%  JS: ^toPathIfFileURL node:internal/url:1485:25
      1    0.0%    0.0%  JS: ^stat node:internal/modules/cjs/loader:172:14
      1    0.0%    0.0%  JS: ^setOwnProperty node:internal/util:693:24
      1    0.0%    0.0%  JS: ^setCharset /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/utils.js:248:41
      1    0.0%    0.0%  JS: ^rndm /var/www/html/kwaku/fatou/yellow/node_modules/rndm/index.js:18:23
      1    0.0%    0.0%  JS: ^resume_ node:internal/streams/readable:1013:17
      1    0.0%    0.0%  JS: ^resolveExports node:internal/modules/cjs/loader:536:24
      1    0.0%    0.0%  JS: ^reportModuleToWatchMode node:internal/modules/cjs/loader:204:33
      1    0.0%    0.0%  JS: ^render /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/response.js:1016:29
      1    0.0%    0.0%  JS: ^removeListener node:events:676:28
      1    0.0%    0.0%  JS: ^removeAllListeners node:events:736:32
      1    0.0%    0.0%  JS: ^readPackage node:internal/modules/cjs/loader:361:21
      1    0.0%    0.0%  JS: ^readFileSync node:fs:458:22
      1    0.0%    0.0%  JS: ^processTicksAndRejections node:internal/process/task_queues:67:35
      1    0.0%    0.0%  JS: ^possiblyTransformPath node:internal/fs/utils:711:31
      1    0.0%    0.0%  JS: ^populate /var/www/html/kwaku/fatou/yellow/node_modules/dotenv/lib/main.js:268:19
      1    0.0%    0.0%  JS: ^pipe /var/www/html/kwaku/fatou/yellow/node_modules/send/index.js:506:43
      1    0.0%    0.0%  JS: ^normalizeString node:path:66:25
      1    0.0%    0.0%  JS: ^newAsyncId node:internal/async_hooks:417:20
      1    0.0%    0.0%  JS: ^makeRequireFunction node:internal/modules/helpers:82:29
      1    0.0%    0.0%  JS: ^isstats /var/www/html/kwaku/fatou/yellow/node_modules/etag/index.js:104:18
      1    0.0%    0.0%  JS: ^isEncoding node:buffer:570:40
      1    0.0%    0.0%  JS: ^importModuleDynamicallyWrap node:internal/vm/module:426:37
      1    0.0%    0.0%  JS: ^getSecret /var/www/html/kwaku/fatou/yellow/node_modules/csurf/index.js:199:20
      1    0.0%    0.0%  JS: ^get /var/www/html/kwaku/fatou/yellow/node_modules/node-cache/lib/node_cache.js:358:10
      1    0.0%    0.0%  JS: ^fromString node:buffer:472:20
      1    0.0%    0.0%  JS: ^findLongestRegisteredExtension node:internal/modules/cjs/loader:475:40
      1    0.0%    0.0%  JS: ^exports.shallowCopy /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/utils.js:133:32
      1    0.0%    0.0%  JS: ^emit node:events:461:44
      1    0.0%    0.0%  JS: ^dispatch /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/router/route.js:98:45
      1    0.0%    0.0%  JS: ^clearBuffer node:internal/streams/writable:539:21
      1    0.0%    0.0%  JS: ^checkIsHttpToken node:_http_common:212:26
      1    0.0%    0.0%  JS: ^_write node:internal/streams/writable:293:16
      1    0.0%    0.0%  JS: ^_implicitHeader node:_http_server:337:68
      1    0.0%    0.0%  JS: ^_getValLength /var/www/html/kwaku/fatou/yellow/node_modules/node-cache/lib/node_cache.js:728:20
      1    0.0%    0.0%  JS: ^_flushOutput node:_http_outgoing:1132:63
      1    0.0%    0.0%  JS: ^_ /var/www/html/kwaku/fatou/yellow/node_modules/@faker-js/faker/dist/cjs/modules/helpers/index.js:1:665
      1    0.0%    0.0%  JS: ^Module.require node:internal/modules/cjs/loader:1107:36
      1    0.0%    0.0%  JS: ^Module._resolveLookupPaths node:internal/modules/cjs/loader:772:38
      1    0.0%    0.0%  JS: ^Module._extensions..js node:internal/modules/cjs/loader:1250:37
      1    0.0%    0.0%  JS: ^<anonymous> node:internal/validators:438:42
      1    0.0%    0.0%  JS: ^<anonymous> node:internal/util:764:18
      1    0.0%    0.0%  JS: ^<anonymous> node:internal/fs/utils:696:38
      1    0.0%    0.0%  JS: ^<anonymous> /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:742:32
      1    0.0%    0.0%  JS: *validateString node:internal/validators:160:24
      1    0.0%    0.0%  JS: *updateChildren node:internal/modules/cjs/loader:198:24
      1    0.0%    0.0%  JS: *tryExtensions node:internal/modules/cjs/loader:462:23
      1    0.0%    0.0%  JS: *requireBuiltin node:internal/bootstrap/realm:414:24
      1    0.0%    0.0%  JS: *readFileSyncUtf8 node:internal/fs/read/utf8:12:26
      1    0.0%    0.0%  JS: *next /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/router/index.js:177:16
      1    0.0%    0.0%  JS: *isEncoding node:buffer:570:40
      1    0.0%    0.0%  JS: *isBuffer node:buffer:550:36
      1    0.0%    0.0%  JS: *internalCompileFunction node:internal/vm:31:33
      1    0.0%    0.0%  JS: *getHeader node:_http_outgoing:718:57
      1    0.0%    0.0%  JS: *exports.shallowCopy /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/utils.js:133:32
      1    0.0%    0.0%  JS: *Module.require node:internal/modules/cjs/loader:1107:36
      1    0.0%    0.0%  JS: *<anonymous> node:internal/util:764:18
      1    0.0%    0.0%  JS: *<anonymous> node:internal/fs/utils:722:42

 [C++]:
   ticks  total  nonlib   name
    459    4.1%    4.3%  __write@@GLIBC_2.2.5
    234    2.1%    2.2%  _IO_fwrite@@GLIBC_2.2.5
    128    1.2%    1.2%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)@@GLIBCXX_3.4.9
    121    1.1%    1.1%  syscall@@GLIBC_2.2.5
     75    0.7%    0.7%  _IO_file_xsputn@@GLIBC_2.2.5
     62    0.6%    0.6%  std::ostream::sentry::sentry(std::ostream&)@@GLIBCXX_3.4
     43    0.4%    0.4%  epoll_pwait@@GLIBC_2.6
     40    0.4%    0.4%  isprint@@GLIBC_2.2.5
     38    0.3%    0.4%  __libc_malloc@@GLIBC_2.2.5
     21    0.2%    0.2%  __read@@GLIBC_2.2.5
     16    0.1%    0.2%  __libc_free@@GLIBC_2.2.5
     15    0.1%    0.1%  std::ostream& std::ostream::_M_insert<long>(long)@@GLIBCXX_3.4.9
     14    0.1%    0.1%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@@GLIBCXX_3.4
     13    0.1%    0.1%  __open@@GLIBC_2.2.5
     11    0.1%    0.1%  __pthread_mutex_lock@GLIBC_2.2.5
      9    0.1%    0.1%  pthread_cond_signal@@GLIBC_2.3.2
      9    0.1%    0.1%  __pthread_mutex_unlock@GLIBC_2.2.5
      9    0.1%    0.1%  __munmap@@GLIBC_PRIVATE
      8    0.1%    0.1%  __mmap@@GLIBC_PRIVATE
      6    0.1%    0.1%  __madvise@@GLIBC_PRIVATE
      6    0.1%    0.1%  __clock_gettime@@GLIBC_PRIVATE
      4    0.0%    0.0%  std::ostream::operator<<(int)@@GLIBCXX_3.4
      4    0.0%    0.0%  std::locale::id::_M_id() const@@GLIBCXX_3.4
      3    0.0%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)@@GLIBCXX_3.4
      3    0.0%    0.0%  operator delete(void*)@@GLIBCXX_3.4
      3    0.0%    0.0%  __mprotect@@GLIBC_PRIVATE
      3    0.0%    0.0%  _IO_file_write@@GLIBC_2.2.5
      2    0.0%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const@@GLIBCXX_3.4
      2    0.0%    0.0%  std::ostream::flush()@@GLIBCXX_3.4
      2    0.0%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@@GLIBCXX_3.4
      2    0.0%    0.0%  operator new(unsigned long)@@GLIBCXX_3.4
      2    0.0%    0.0%  operator delete[](void*)@@GLIBCXX_3.4
      2    0.0%    0.0%  operator delete(void*, unsigned long)@@CXXABI_1.3.9
      2    0.0%    0.0%  malloc_usable_size@@GLIBC_2.2.5
      2    0.0%    0.0%  fputc@@GLIBC_2.2.5
      2    0.0%    0.0%  brk@@GLIBC_2.2.5
      2    0.0%    0.0%  __pthread_rwlock_unlock@GLIBC_2.2.5
      2    0.0%    0.0%  __popcountdi2@@GCC_3.4
      2    0.0%    0.0%  __lll_lock_wait_private@@GLIBC_PRIVATE
      1    0.0%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const@@GLIBCXX_3.4
      1    0.0%    0.0%  std::__detail::_List_node_base::_M_hook(std::__detail::_List_node_base*)@@GLIBCXX_3.4.15
      1    0.0%    0.0%  std::_Rb_tree_increment(std::_Rb_tree_node_base*)@@GLIBCXX_3.4
      1    0.0%    0.0%  shutdown@@GLIBC_2.2.5
      1    0.0%    0.0%  operator new[](unsigned long, std::nothrow_t const&)@@GLIBCXX_3.4
      1    0.0%    0.0%  operator new[](unsigned long)@@GLIBCXX_3.4
      1    0.0%    0.0%  __vsnprintf@@GLIBC_2.2.5
      1    0.0%    0.0%  __libc_pread@@GLIBC_PRIVATE
      1    0.0%    0.0%  __errno_location@@GLIBC_2.2.5
      1    0.0%    0.0%  _IO_file_sync@@GLIBC_2.2.5

 [Summary]:
   ticks  total  nonlib   name
    456    4.1%    4.3%  JavaScript
   1391   12.5%   13.1%  C++
    441    4.0%    4.2%  GC
    469    4.2%          Shared libraries
   8772   79.1%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
    411   33.0%    3.7%  __write@@GLIBC_2.2.5
    230   18.5%    2.1%  _IO_fwrite@@GLIBC_2.2.5
    127   10.2%    1.1%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)@@GLIBCXX_3.4.9
    120    9.6%    1.1%  syscall@@GLIBC_2.2.5
     75    6.0%    0.7%  _IO_file_xsputn@@GLIBC_2.2.5
     62    5.0%    0.6%  std::ostream::sentry::sentry(std::ostream&)@@GLIBCXX_3.4
     40    3.2%    0.4%  isprint@@GLIBC_2.2.5
     35    2.8%    0.3%  __libc_malloc@@GLIBC_2.2.5
     16    1.3%    0.1%  __read@@GLIBC_2.2.5
     15    1.2%    0.1%  std::ostream& std::ostream::_M_insert<long>(long)@@GLIBCXX_3.4.9
     14    1.1%    0.1%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@@GLIBCXX_3.4
     13    1.0%    0.1%  __open@@GLIBC_2.2.5
     13    1.0%    0.1%  __libc_free@@GLIBC_2.2.5
      9    0.7%    0.1%  __pthread_mutex_lock@GLIBC_2.2.5
      8    0.6%    0.1%  __pthread_mutex_unlock@GLIBC_2.2.5
      6    0.5%    0.1%  __clock_gettime@@GLIBC_PRIVATE
      4    0.3%    0.0%  std::ostream::operator<<(int)@@GLIBCXX_3.4
      4    0.3%    0.0%  std::locale::id::_M_id() const@@GLIBCXX_3.4
      3    0.2%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)@@GLIBCXX_3.4
      3    0.2%    0.0%  operator delete(void*)@@GLIBCXX_3.4
      3    0.2%    0.0%  _IO_file_write@@GLIBC_2.2.5
      2    0.2%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const@@GLIBCXX_3.4
      2    0.2%    0.0%  std::ostream::flush()@@GLIBCXX_3.4
      2    0.2%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@@GLIBCXX_3.4
      2    0.2%    0.0%  pthread_cond_signal@@GLIBC_2.3.2
      2    0.2%    0.0%  operator new(unsigned long)@@GLIBCXX_3.4
      2    0.2%    0.0%  operator delete[](void*)@@GLIBCXX_3.4
      2    0.2%    0.0%  operator delete(void*, unsigned long)@@CXXABI_1.3.9
      2    0.2%    0.0%  malloc_usable_size@@GLIBC_2.2.5
      2    0.2%    0.0%  fputc@@GLIBC_2.2.5
      2    0.2%    0.0%  __madvise@@GLIBC_PRIVATE
      1    0.1%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const@@GLIBCXX_3.4
      1    0.1%    0.0%  std::__detail::_List_node_base::_M_hook(std::__detail::_List_node_base*)@@GLIBCXX_3.4.15
      1    0.1%    0.0%  std::_Rb_tree_increment(std::_Rb_tree_node_base*)@@GLIBCXX_3.4
      1    0.1%    0.0%  operator new[](unsigned long, std::nothrow_t const&)@@GLIBCXX_3.4
      1    0.1%    0.0%  operator new[](unsigned long)@@GLIBCXX_3.4
      1    0.1%    0.0%  brk@@GLIBC_2.2.5
      1    0.1%    0.0%  __vsnprintf@@GLIBC_2.2.5
      1    0.1%    0.0%  __pthread_rwlock_unlock@GLIBC_2.2.5
      1    0.1%    0.0%  __popcountdi2@@GCC_3.4
      1    0.1%    0.0%  __munmap@@GLIBC_PRIVATE
      1    0.1%    0.0%  __mprotect@@GLIBC_PRIVATE
      1    0.1%    0.0%  __mmap@@GLIBC_PRIVATE
      1    0.1%    0.0%  __libc_pread@@GLIBC_PRIVATE
      1    0.1%    0.0%  __errno_location@@GLIBC_2.2.5
      1    0.1%    0.0%  _IO_file_sync@@GLIBC_2.2.5

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
   8772   79.1%  UNKNOWN
   1636   18.7%    JS: ^internalCompileFunction node:internal/vm:31:33
   1110   67.8%      JS: ^wrapSafe node:internal/modules/cjs/loader:1126:18
   1110  100.0%        JS: ^Module._compile node:internal/modules/cjs/loader:1195:37
   1094   98.6%          JS: ^Module._extensions..js node:internal/modules/cjs/loader:1250:37
    664   60.7%            JS: ^Module.load node:internal/modules/cjs/loader:1079:33
    430   39.3%            JS: *Module.load node:internal/modules/cjs/loader:1079:33
     16    1.4%          JS: ~Module._extensions..js node:internal/modules/cjs/loader:1250:37
     16  100.0%            JS: ^Module.load node:internal/modules/cjs/loader:1079:33
    512   31.3%      JS: *Module._compile node:internal/modules/cjs/loader:1195:37
    512  100.0%        JS: ^Module._extensions..js node:internal/modules/cjs/loader:1250:37
    512  100.0%          JS: *Module.load node:internal/modules/cjs/loader:1079:33
    512  100.0%            JS: ^Module._load node:internal/modules/cjs/loader:867:24
   1169   13.3%    JS: *<anonymous> :1:20
   1169  100.0%      JS: ^anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
   1169  100.0%        JS: ^include /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:696:30
   1169  100.0%          JS: ^<anonymous> :1:20
   1169  100.0%            JS: ^anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
    682    7.8%    JS: ^fromStringFast node:buffer:453:24
    682  100.0%      JS: ^fromString node:buffer:472:20
    618   90.6%        JS: ^from node:buffer:297:28
    618  100.0%          JS: ^send /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/response.js:111:25
    618  100.0%            JS: ^done /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/response.js:1033:27
     48    7.0%        JS: ~send /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/response.js:111:25
     42   87.5%          JS: ~done /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/response.js:1033:27
     42  100.0%            JS: ~tryHandleCache /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:254:24
      6   12.5%          JS: ^done /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/response.js:1033:27
      6  100.0%            JS: ~tryHandleCache /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:254:24
     16    2.3%        JS: ^send /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/response.js:111:25
     16  100.0%          JS: ^done /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/response.js:1033:27
     16  100.0%            JS: ~tryHandleCache /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:254:24
    627    7.1%    JS: ^<anonymous> :1:20
    619   98.7%      JS: ^anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
    608   98.2%        JS: ^include /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:696:30
    564   92.8%          JS: ^<anonymous> :1:20
    564  100.0%            JS: ^anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
     44    7.2%          JS: ~<anonymous> :1:20
     44  100.0%            JS: ^anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
      7    1.1%        JS: ^tryHandleCache /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:254:24
      7  100.0%          JS: ^exports.renderFile /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:441:31
      7  100.0%            JS: ^render /var/www/html/kwaku/fatou/yellow/node_modules/express/lib/view.js:133:40
      8    1.3%      JS: ~anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
      8  100.0%        JS: ~include /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:696:30
      8  100.0%          JS: ~<anonymous> :1:20
      8  100.0%            JS: ~anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
    314    3.6%    JS: *internalCompileFunction node:internal/vm:31:33
    237   75.5%      JS: ^wrapSafe node:internal/modules/cjs/loader:1126:18
    237  100.0%        JS: ^Module._compile node:internal/modules/cjs/loader:1195:37
    237  100.0%          JS: ^Module._extensions..js node:internal/modules/cjs/loader:1250:37
    129   54.4%            JS: ^Module.load node:internal/modules/cjs/loader:1079:33
     98   41.4%            JS: *Module.load node:internal/modules/cjs/loader:1079:33
     10    4.2%            JS: *Module._load node:internal/modules/cjs/loader:867:24
     77   24.5%      JS: *Module._compile node:internal/modules/cjs/loader:1195:37
     77  100.0%        JS: ^Module._extensions..js node:internal/modules/cjs/loader:1250:37
     77  100.0%          JS: *Module.load node:internal/modules/cjs/loader:1079:33
     77  100.0%            JS: ^Module._load node:internal/modules/cjs/loader:867:24
    254    2.9%    JS: *exports.escapeXML /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/utils.js:96:30
    180   70.9%      JS: *<anonymous> :1:20
    180  100.0%        JS: ^anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
    180  100.0%          JS: ^include /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:696:30
    180  100.0%            JS: ^<anonymous> :1:20
     74   29.1%      JS: ^<anonymous> :1:20
     72   97.3%        JS: ^anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
     70   97.2%          JS: ^include /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:696:30
     66   94.3%            JS: ^<anonymous> :1:20
      4    5.7%            JS: ~<anonymous> :1:20
      2    2.8%          JS: ~include /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:696:30
      2  100.0%            JS: ~<anonymous> :1:20
      2    2.7%        JS: ~anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
      2  100.0%          JS: ~include /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:696:30
      2  100.0%            JS: ~<anonymous> :1:20
    217    2.5%    JS: *<anonymous> :13:23
    137   63.1%      JS: ^shuffleArray :12:37
     82   59.9%        JS: *<anonymous> :1:20
     82  100.0%          JS: ^anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
     82  100.0%            JS: ^include /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:696:30
     55   40.1%        JS: ^<anonymous> :1:20
     54   98.2%          JS: ^anonymous /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:695:59
     53   98.1%            JS: ^include /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:696:30
